Defline,Subtype,US Clade,Global Clade
>A/swine/Minnesota/A02245643/2020|05/13/2020|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02245655/2020|05/20/2020|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02245657/2020|05/21/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245660/2020|05/26/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245661/2020|05/27/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245663/2020|05/28/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245665/2020|06/01/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245670/2020|06/10/2020|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02245681/2020|07/13/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245684/2020|08/12/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245708/2020|09/02/2020|Minnesota|6|NA,N1,classical,classical
>A/swine/Minnesota/A02245709/2020|09/03/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245715/2020|09/16/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245724/2020|09/30/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245736/2020|10/08/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245758/2020|10/22/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245763/2020|10/23/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245776/2020|11/02/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245812/2020|11/19/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245823/2020|11/10/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245828/2020|12/11/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245829/2020|12/11/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02245861/2020|12/30/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02257811/2018|09/21/2018|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02266068/2018|10/01/2018|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02432160/2019|04/05/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02478714/2019|09/24/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02478718/2019|09/28/2019|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02478822/2019|10/30/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02478920/2019|11/25/2019|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02479268/2020|04/23/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02479332/2020|05/12/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02524484/2020|07/09/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02524704/2020|10/06/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02524741/2020|10/15/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02524760/2020|10/17/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02524881/2020|11/09/2020|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02525044/2021|01/04/2021|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02525121/2021|01/28/2021|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02525130/2021|01/29/2021|Minnesota|6|NA,N2,2002A,2002A
>A/swine/Minnesota/A02525137/2021|02/02/2021|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Minnesota/A02525223/2021|02/26/2021|Minnesota|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01410818/2013|12/19/2013|Missouri|6|NA,N1,classical,classical
>A/swine/Missouri/A01410819/2014|01/15/2014|Missouri|6|NA,N1,classical,classical
>A/swine/Missouri/A01476458/2013|09/25/2013|Missouri|6|NA,N1,classical,classical
>A/swine/Missouri/A01476459/2012|11/15/2012|Missouri|6|NA,N2,NA-human-to-swine-2016,human-to-swine-2016
>A/swine/Missouri/A01493964/2014|04/03/2014|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01493970/2014|04/03/2014|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01554378/2015|04/02/2015|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01554556/2015|04/21/2015|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01555163/2014|12/12/2014|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01667102/2017|03/13/2017|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A01667103/2017|03/13/2017|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A01668196/2016|11/10/2016|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01668744/2016|11/29/2016|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01671485/2016|12/15/2016|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A01671793/2016|12/30/2016|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A01672522/2017|01/19/2017|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A01672702/2017|02/03/2017|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A01672753_/2017|02/07/2017|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A01770005/2015|08/03/2015|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01775853/2016|05/24/2016|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01782797/2016|10/24/2016|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A01782798/2016|10/28/2016|Missouri|6|NA,N1,classical,classical
>A/swine/Missouri/A01785257/2017|04/03/2017|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A01785353/2017|11/14/2017|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A01785484/2018|03/26/2018|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A01795668/2015|10/26/2015|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01798099/2015|11/17/2015|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01822838/2015|06/11/2015|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01840163/2014|12/12/2014|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01840170/2014|12/15/2014|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01840324/2015|01/08/2015|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01840724/2015|02/05/2015|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01847626/2015|04/20/2015|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01932047/2017|02/09/2017|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A01932257/2017|02/14/2017|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A01943095/2016|03/22/2016|Missouri|6|NA,N1,classical,classical
>A/swine/Missouri/A02076058/2015|04/01/2015|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02135750/2017|11/03/2017|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02135876/2017|11/02/2017|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A02136762/2017|11/13/2017|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02137143/2017|11/30/2017|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A02142415/2018|01/30/2018|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A02169142/2018|05/18/2018|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A02170599/2018|06/27/2018|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02200041/2018|01/25/2018|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A02256554/2018|08/13/2018|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02257032/2018|08/30/2018|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A02271170/2018|12/03/2018|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02428123/2018|12/20/2018|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A02431992/2019|04/02/2019|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A02432296/2019|04/16/2019|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A02478831/2019|11/05/2019|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02478935/2019|12/03/2019|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A02479183/2020|03/26/2020|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02479196/2020|04/02/2020|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02524456/2020|06/22/2020|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02524505/2020|07/27/2020|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02524544/2020|08/14/2020|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02524672/2020|09/24/2020|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02524680/2020|09/29/2020|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02524836/2020|11/03/2020|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A02524964/2020|12/07/2020|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A02524996/2020|12/17/2020|Missouri|6|NA,N2,2002A,2002A
>A/swine/Missouri/A02525068/2021|01/07/2021|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02525123/2021|01/27/2021|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02525138/2021|02/01/2021|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02525178/2021|02/11/2021|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02525199/2021|02/22/2021|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missouri/A02525202/2021|02/23/2021|Missouri|6|NA,N2,2002B,2002B
>A/swine/Missourri/A01678484/2017|02/22/2017|Unknown|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01393702/2013|12/16/2013|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01394342/2013|10/28/2013|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01394567/2013|10/31/2013|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01395675/2013|12/03/2013|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01395901/2013|12/10/2013|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01395921/2013|12/10/2013|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01397576/2013|07/01/2013|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01409533/2013|11/20/2013|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01409647/2013|12/18/2013|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01476165/2014|07/28/2014|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01477775/2014|10/16/2014|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01478775/2015|02/03/2015|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01489647/2015|03/10/2015|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01489819/2015|03/19/2015|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01489868/2014|08/04/2014|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01489870/2014|09/11/2014|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01491325/2014|01/27/2014|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01491558/2014|02/03/2014|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01493501/2014|03/27/2014|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01493915/2014|04/09/2014|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01501767/2014|06/12/2014|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01509963/2014|05/07/2014|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01565757/2014|06/24/2014|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01565950/2014|10/16/2014|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01565990/2014|10/20/2014|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01566334/2014|10/24/2014|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01566782/2014|11/21/2014|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01567084/2014|12/11/2014|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01567207/2014|12/18/2014|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01567651/2015|01/12/2015|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01567868/2015|01/23/2015|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01672826/2017|02/01/2017|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01678580/2018|08/24/2018|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01781042/2016|08/30/2016|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01781225/2016|09/08/2016|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01785243/2016|11/28/2016|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01785250/2017|03/06/2017|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01785261/2017|05/02/2017|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01785271/2017|06/19/2017|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01785272/2017|07/03/2017|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01785325/2017|10/23/2017|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01785331/2017|10/25/2017|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01785383/2017|12/11/2017|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01785407/2018|01/04/2018|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01785572/2018|06/13/2018|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01785583/2018|07/11/2018|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01785736/2018|11/02/2018|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01785951/2019|02/07/2019|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01822258/2015|05/19/2015|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01822499/2015|06/01/2015|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01822664/2015|06/05/2015|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A01823392/2015|07/07/2015|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01823468/2015|07/09/2015|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01823621/2015|07/20/2015|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01847132/2015|04/06/2015|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01847145/2015|04/06/2015|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01847174/2015|04/07/2015|Nebraska|6|NA,N1,classical,classical
>A/swine/Nebraska/A01847184/2015|04/07/2015|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A01847244/2015|04/09/2015|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02136759/2017|11/13/2017|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02137140/2017|11/28/2017|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02140795/2018|01/08/2018|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02140873/2018|01/19/2018|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02142683/2018|02/14/2018|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02155428/2018|03/09/2018|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02157995/2018|04/24/2018|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02158807/2018|05/23/2018|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02169069/2018|05/16/2018|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02171019/2018|07/09/2018|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02171222/2018|07/13/2018|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02215046/2017|04/26/2017|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02217400/2017|06/28/2017|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02221499/2017|08/28/2017|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02245112/2019|04/22/2019|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02245325/2019|11/13/2019|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02245377/2020|01/08/2020|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02245411/2020|02/04/2020|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02245526/2020|03/05/2020|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02245566/2020|03/27/2020|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02254607/2018|07/19/2018|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02254616/2018|07/25/2018|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02254794/2018|07/30/2018|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02254796/2018|07/27/2018|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02257337/2018|09/14/2018|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02266075/2018|10/02/2018|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02268693/2018|11/02/2018|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02269997/2018|11/13/2018|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02271062/2018|11/30/2018|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02430270/2019|02/06/2019|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02430692/2019|02/19/2019|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02431880/2019|03/26/2019|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02432059/2019|04/09/2019|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02478852/2019|11/06/2019|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02478986/2020|01/10/2020|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02479150/2020|03/19/2020|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02524569/2020|08/26/2020|Nebraska|6|NA,N2,2002A,2002A
>A/swine/Nebraska/A02524731/2020|10/13/2020|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02524763/2020|10/20/2020|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02524769/2020|10/22/2020|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02524799/2020|10/27/2020|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02524963/2020|12/02/2020|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02524965/2020|12/07/2020|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02525176/2021|02/10/2021|Nebraska|6|NA,N2,2002B,2002B
>A/swine/Nebraska/A02525301/2021|03/25/2021|Nebraska|6|NA,N2,2002A,2002A
>A/swine/North_Carolina/157671/2015|2015|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01049436/2011|01/19/2011|North_Carolina|6|NA,N2,2002A,2002A
>A/swine/North_Carolina/A01203272/2012|02/13/2012|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01203801/2012|09/2012|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01270394/2012|05/31/2012|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01290442/2013|09/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01290447/2013|09/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01290717/2013|11/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01290722/2013|11/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01290759/2013|11/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01290762/2013|11/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01290778/2013|11/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01291329/2013|09/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01300820/2012|07/19/2012|North_Carolina|6|NA,N2,2002A,2002A
>A/swine/North_Carolina/A01364613/2013|09/05/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01377457/2014|12/11/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01409048/2013|11/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01409104/2013|10/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01409423/2013|12/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01409981/2014|02/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410118/2014|01/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410136/2014|01/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410180/2014|01/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410354/2014|03/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410511/2014|03/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410527/2014|03/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410529/2014|03/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410593/2014|04/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410622/2014|04/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410672/2014|04/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410687/2014|04/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410688/2014|04/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410691/2014|04/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410709/2014|04/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410732/2014|04/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410777/2014|05/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410779/2014|05/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410800/2014|05/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01410877/2014|05/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01432566/2013|03/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01432584/2013|03/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01432997/2013|08/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01432998/2013|08/2013|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01442548/2012|11/20/2012|North_Carolina|6|NA,N2,2002A,2002A
>A/swine/North_Carolina/A01475217/2014|03/2014|North_Carolina|6|NA,N2,2002A,2002A
>A/swine/North_Carolina/A01475277/2014|04/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01475600/2014|05/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01475825/2014|06/17/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476072/2014|07/09/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476074/2014|07/09/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476078/2014|07/07/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476099/2014|07/11/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476177/2014|08/01/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476196/2014|08/06/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476354/2014|09/05/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476367/2014|09/08/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476427/2014|09/17/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476560/2014|10/06/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476688/2014|10/10/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476698/2014|10/14/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476719/2014|10/14/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476722/2014|10/14/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476734/2014|10/15/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476757/2014|10/19/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476848/2014|10/21/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476883/2014|10/30/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476949/2014|11/11/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476954/2014|11/11/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01476974/2014|11/11/2014|North_Carolina|6|NA,N2,2002B,2002B
>A/swine/North_Carolina/A01477142/2014|07/30/2014|North_Carolina|6|NA,N2,2002B,2002B
