strain,date,state,most similar blast clade
A/swine/Iowa/A02478595/2019,7/16/2019,Iowa,2010-human_like
A/swine/Minnesota/A02245110/2019,4/18/2019,Minnesota,2010-human_like
A/swine/Iowa/A02432317/2019,4/16/2019,Iowa,2010-human_like
A/swine/Minnesota/A01785953/2019,2/13/2019,Minnesota,C_IVA
A/swine/Iowa/A02430478/2019,2/11/2019,Iowa,2010-human_like
A/swine/Kansas/A01378042/2019,2/8/2019,Kansas,C_IVA
A/swine/Iowa/8995/2019,2/4/2019,Iowa,2016-human_like
A/swine/Iowa/A02430102/2019,1/25/2019,Iowa,2016-human_like
A/swine/Minnesota/A01785860/2019,1/21/2019,Minnesota,C_IV
A/swine/Iowa/A02429288/2019,1/4/2019,Iowa,2010-human_like
A/swine/Minnesota/A01785788/2018,12/12/2018,Minnesota,C_IV
A/swine/Iowa/A01678600/2018,11/27/2018,Iowa,2010-human_like
A/swine/Iowa/A02269651/2018,11/5/2018,Iowa,2010-human_like
A/swine/Iowa/A02268397/2018,10/24/2018,Iowa,2010-human_like
A/swine/Pennsylvania/A02257263/2018,9/6/2018,Pennsylvania,2010-human_like
A/swine/Missouri/A02257032/2018,8/30/2018,Missouri,2010-human_like
A/swine/Minnesota/A01785595/2018,8/7/2018,Minnesota,C_IV
A/swine/Iowa/A02254363/2018,7/25/2018,Iowa,2010-human_like
A/swine/Minnesota/A01785566/2018,6/6/2018,Minnesota,2010-human_like
A/swine/Missouri/A02169142/2018,5/18/2018,Missouri,2010-human_like
A/swine/Minnesota/A02158927/2018,5/17/2018,Minnesota,2010-human_like
A/swine/Minnesota/A02158518/2018,5/10/2018,Minnesota,2010-human_like
A/swine/Iowa/A02154076/2018,2/22/2018,Iowa,2010-human_like
A/swine/Illinois/A02136719/2017,11/20/2017,Illinois,2010-human_like
A/swine/Minnesota/A01678514/2017,10/10/2017,Minnesota,2010-human_like
A/swine/Iowa/A02219789/2017,8/18/2017,Iowa,2010-human_like
A/swine/Minnesota/A02214234/2017,3/17/2017,Minnesota,2010-human_like
A/swine/Iowa/A01781973/2016,9/28/2016,Iowa,C_IV
A/swine/Iowa/A01778366/2016,8/1/2016,Iowa,2010-human_like
A/swine/North_Carolina/A01775461/2016,5/13/2016,North_Carolina,C_IVA
A/swine/North_Carolina/A01732941/2016,3/7/2016,North_Carolina,C_IVA
A/swine/Pennsylvania/A01730466/2016,1/27/2016,Pennsylvania,C_IVA
A/swine/Illinois/A01728756/2015,12/29/2015,Illinois,C_IVA
A/swine/Iowa/A01896071/2015,11/24/2015,Iowa,2010-human_like
A/swine/North_Carolina/A01796262/2015,11/6/2015,North_Carolina,C_IVA
A/swine/North_Carolina/A01796260/2015,11/6/2015,North_Carolina,C_IVA
A/swine/Illinois/A01797275/2015,11/2/2015,Illinois,C_IVA
A/swine/North_Carolina/A01945728/2015,10/19/2015,North_Carolina,C_IVA
A/swine/North_Carolina/A01944727/2015,10/16/2015,North_Carolina,C_IVA
A/swine/North_Carolina/A01944728/2015,10/16/2015,North_Carolina,C_IVA
A/swine/North_Carolina/A01945112/2015,9/15/2015,North_Carolina,C_IVA
A/swine/North_Carolina/A02025897/2015,9/3/2015,North_Carolina,C_IVA
A/swine/North_Carolina/A02025575/2015,8/12/2015,North_Carolina,C_IVA
A/swine/North_Carolina/A01770073/2015,8/4/2015,North_Carolina,C_IVA
A/swine/North_Carolina/A02025402/2015,7/27/2015,North_Carolina,C_IVA
A/swine/North_Carolina/A02035784/2015,7/21/2015,North_Carolina,C_IVA
A/swine/North_Carolina/A01841712/2015,3/19/2015,North_Carolina,C_IVA
A/swine/Illinois/A01462594/2015,1/23/2015,Illinois,C_IVA
A/swine/North_Carolina/157671/2015,2015,North_Carolina,C_IVA
A/swine/North_Carolina/A01476949/2014,11/11/2014,North_Carolina,C_IVA
A/swine/Nebraska/A01566334/2014,10/24/2014,Nebraska,C_IVA
A/swine/Iowa/A01565921/2014,10/15/2014,Iowa,C_IVA
A/swine/Illinois/A01565507/2014,9/16/2014,Illinois,C_IVA
A/swine/North_Carolina/A01477162/2014,7/31/2014,North_Carolina,C_IVA
A/swine/North_Carolina/A01411902/2014,7/28/2014,North_Carolina,C_IVA
A/swine/North_Carolina/A01476074/2014,7/9/2014,North_Carolina,C_IVA
A/swine/Illinois/A01502005/2014,6/18/2014,Illinois,C_IVA
A/swine/Missouri/A01493970/2014,4/3/2014,Missouri,C_IVA
A/swine/Missouri/A01493964/2014,4/3/2014,Missouri,C_IVA
A/swine/Illinois/A01411761/2014,Apr-14,Illinois,C_IVA
A/swine/Minnesota/A01480518/2014,3/11/2014,Minnesota,C_IVA
A/swine/Illinois/A01410373/2014,Mar-14,Illinois,C_IVB
A/swine/Minnesota/A01480322/2014,2/27/2014,Minnesota,C_IVA
A/swine/Minnesota/A01366992/2014,2/5/2014,Minnesota,C_IVA
A/swine/Indiana/A01410287/2014,Feb-14,Indiana,C_IVA
A/swine/South_Dakota/A01366205/2013,12/5/2013,South_Dakota,C_IVB
A/swine/Maryland/D0384/2013,11/29/2013,Maryland,C_IVA
A/swine/Illinois/A01398587/2013,8/7/2013,Illinois,C_IVA
A/swine/Minnesota/A01381378/2013,5/23/2013,Minnesota,C_IVC
A/swine/Illinois/A01445725/2013,2/20/2013,Illinois,C_IVE
A/swine/Minnesota/A01203517/2012,5/15/2012,Minnesota,C_IVB
A/swine/Minnesota/A01327921/2012,5/8/2012,Minnesota,C_IVB
A/swine/Minnesota/A01327922/2012,5/8/2012,Minnesota,C_IVB
A/swine/Illinois/53612_6/2010,4/22/2010,Illinois,C_IV
A/swine/Indiana/A01260926/2015,6/29/2015,Indiana,C_IVA
A/swine/Illinois/A02024781/2015,6/15/2015,Illinois,C_IVB
A/swine/Indiana/A01271853/2012,11/6/2012,Indiana,C_IVA
A/swine/Illinois/A01116190/2011,8/25/2011,Illinois,C_IVE
A/swine/North_Carolina/A02478880/2019,11/14/2019,North_Carolina,2010-human_like
A/swine/Oklahoma/41364/2019,5/30/2019,Oklahoma,2016-human_like
A/swine/Oklahoma/A02478518/2019,5/16/2019,Oklahoma,2016-human_like
A/swine/Virginia/A02478454/2019,4/26/2019,Virginia,2010-human_like
A/swine/Illinois/14765/2019,2/25/2019,Illinois,2016-human_like
A/swine/Illinois/A02430694/2019,2/19/2019,Illinois,2016-human_like
A/swine/Iowa/A02429951/2019,1/21/2019,Iowa,2010-human_like
A/swine/Minnesota/A01785856/2019,1/18/2019,Minnesota,2010-human_like
A/swine/Kansas/A01785815/2019,1/4/2019,Kansas,C_IVA
A/swine/Illinois/90957/2018,12/27/2018,Illinois,2016-human_like
A/swine/Illinois/A02270099/2018,11/20/2018,Illinois,2010-human_like
A/swine/Minnesota/A01785759/2018,11/16/2018,Minnesota,2010-human_like
A/swine/Minnesota/A01785743/2018,11/8/2018,Minnesota,2010-human_like
A/swine/Kansas/A01785730/2018,10/31/2018,Kansas,2010-human_like
A/swine/Minnesota/A02257811/2018,9/21/2018,Minnesota,2010-human_like
A/swine/Iowa/A02157543/2018,4/4/2018,Iowa,2010-human_like
A/swine/Nebraska/A02142683/2018,2/14/2018,Nebraska,C_IVA
A/swine/North_Carolina/A01785410/2018,1/5/2018,North_Carolina,2010-human_like
A/swine/Minnesota/A01785363/2017,11/24/2017,Minnesota,2010-human_like
A/swine/Minnesota/A01785361/2017,11/21/2017,Minnesota,2010-human_like
A/swine/Missouri/A02136762/2017,11/13/2017,Missouri,2010-human_like
A/swine/Florida/UF_1/2017,10/30/2017,Florida,humanVaccine
A/swine/Minnesota/A01785326/2017,10/23/2017,Minnesota,2010-human_like
A/swine/Indiana/17TOSU1056/2017,6/1/2017,Indiana,2010-human_like
A/swine/Missouri/A01932047/2017,2/9/2017,Missouri,2010-human_like
A/swine/Iowa/A01671940/2016,12/28/2016,Iowa,2010-human_like
A/swine/Minnesota/A01778110/2016,7/29/2016,Minnesota,2010-human_like
A/swine/Minnesota/A01943420/2016,5/5/2016,Minnesota,2010-human_like
A/swine/Iowa/A01943075/2016,4/6/2016,Iowa,2010-human_like
A/swine/North_Carolina/A01894277/2016,3/25/2016,North_Carolina,C_IVA
A/swine/North_Carolina/A01732888/2016,3/3/2016,North_Carolina,C_IVA
A/swine/Indiana/A01812151/2016,1/20/2016,Indiana,C_IVA
A/swine/Minnesota/A01941831/2015,12/30/2015,Minnesota,2010-human_like
A/swine/Minnesota/A01941693/2015,12/30/2015,Minnesota,2010-human_like
A/swine/Illinois/A01728585/2015,12/29/2015,Illinois,C_IVE
A/swine/North_Carolina/A01727367/2015,12/8/2015,North_Carolina,C_IVA
A/swine/Ilinois/A02090968/2015,10/9/2015,Unknown,C_IVE
A/swine/North_Carolina/A01945473/2015,10/9/2015,North_Carolina,C_IVA
A/swine/Illinois/A02090943/2015,10/6/2015,Illinois,C_IVE
A/swine/Illinois/A01857433/2015,9/14/2015,Illinois,C_IVA
A/swine/Illinois/A02090702/2015,9/4/2015,Illinois,C_IVE
A/swine/North_Carolina/A01857097/2015,9/2/2015,North_Carolina,C_IVA
A/swine/Indiana/A01260976/2015,9/1/2015,Indiana,C_IVA
A/swine/Indiana/A01260958/2015,8/11/2015,Indiana,C_IVA
A/swine/North_Carolina/A02034333/2015,7/7/2015,North_Carolina,C_IVA
A/swine/Illinois/A02024070/2015,5/15/2015,Illinois,C_IVA
A/swine/Illinois/A02076874/2015,5/7/2015,Illinois,C_IVA
A/swine/Illinois/A01841768/2015,3/26/2015,Illinois,C_IVA
A/swine/Illinois/A01840991/2015,3/11/2015,Illinois,C_IVA
A/swine/Indiana/A01841389/2015,3/10/2015,Indiana,C_IVA
A/swine/Iowa/A01470314/2015,3/9/2015,Iowa,C_IVB
A/swine/Nebraska/A01478775/2015,2/3/2015,Nebraska,C_IVA
A/swine/Illinois/A01462644/2015,1/29/2015,Illinois,C_IVA
A/swine/Illinois/A01489882/2015,1/27/2015,Illinois,C_IVA
A/swine/Oklahoma/A01567195/2014,12/18/2014,Oklahoma,C_IVA
A/swine/Indiana/A01840254/2014,12/11/2014,Indiana,C_IVA
A/swine/Arkansas/A01840096/2014,12/9/2014,Arkansas,C_IVA
A/swine/Illinois/A01489869/2014,8/27/2014,Illinois,C_IVA
A/swine/Illinois/A00843206/2014,8/8/2014,Illinois,C_IVA
A/swine/Illinois/A01502053/2014,6/18/2014,Illinois,C_IVA
A/swine/Illinois/A01475803/2014,6/17/2014,Illinois,C_IVB
A/swine/North_Carolina/A01475526/2014,May-14,North_Carolina,C_IVA
A/swine/Illinois/A01410380/2014,Mar-14,Illinois,C_IVB
A/swine/Minnesota/A01410096/2013,12/30/2013,Minnesota,C_IVB
A/swine/Nebraska/A01409647/2013,12/18/2013,Nebraska,C_IVA
A/swine/Kansas/A01377161/2013,12/2/2013,Kansas,C_IVA
A/swine/North_Carolina/A01290805/2013,Nov-13,North_Carolina,C_IVA
A/swine/North_Carolina/A01290717/2013,Nov-13,North_Carolina,C_IVA
A/swine/North_Carolina/A01409109/2013,Nov-13,North_Carolina,C_IVA
A/swine/Nebraska/A01394567/2013,10/31/2013,Nebraska,C_IVA
A/swine/Illinois/A01290508/2013,Oct-13,Illinois,C_IVA
A/swine/Indiana/A01260371/2013,8/19/2013,Indiana,C_IVA
A/swine/Indiana/A01260268/2013,4/5/2013,Indiana,C_IVE
A/swine/Minnesota/A01349658/2013,4/3/2013,Minnesota,C_IVB
A/swine/Kansas/13_105721a/2013,2/20/2013,Kansas,C_IVA
A/swine/Michigan/A01259034/2012,12/18/2012,Michigan,C_IVC
A/swine/North_Carolina/A01442548/2012,11/20/2012,North_Carolina,C_IVA
A/swine/Minnesota/A01267989/2012,10/29/2012,Minnesota,C_IVB
A/swine/Minnesota/A01301345/2012,8/2/2012,Minnesota,C_IVF
A/swine/Michigan/A01203498/2012,5/7/2012,Michigan,C_IVD
A/swine/Indiana/A00968359/2012,3/6/2012,Indiana,C_IVD
A/swine/Illinois/A01241066/2012,1/16/2012,Illinois,C_IVF
A/swine/Iowa/A01202709/2011,10/19/2011,Iowa,C_IVE
A/swine/Texas/SG1501/2010,4/20/2010,Texas,C_IV
A/swine/Kentucky/14TOSU23883/2014,2014,Kentucky,C_IVB
A/swine/Michigan/A02524482/2020,7/9/2020,Michigan,2010-human_like
A/swine/Minnesota/A02479268/2020,4/23/2020,Minnesota,2010-human_like
A/swine/North_Carolina/A02478964/2019,12/19/2019,North_Carolina,2010-human_like
A/swine/Michigan/A02478751/2019,10/8/2019,Michigan,2010-human_like
A/swine/Iowa/A02478632/2019,9/4/2019,Iowa,2010-human_like
A/swine/North_Carolina/A02245174/2019,6/12/2019,North_Carolina,2010-human_like
A/swine/North_Carolina/A02245170/2019,6/12/2019,North_Carolina,2010-human_like
A/swine/North_Carolina/A02478552/2019,6/6/2019,North_Carolina,2010-human_like
A/swine/Utah/A02245102/2019,4/11/2019,Utah,2010-human_like
A/swine/Kansas/A01378043/2019,2/21/2019,Kansas,2010-human_like
A/swine/USA/13663/2019,2/20/2019,Unknown,2016-human_like
A/swine/Iowa/A01785787/2018,12/12/2018,Iowa,C_IVA
A/swine/Illinois/A02271345/2018,12/6/2018,Illinois,2010-human_like
A/swine/Iowa/A02271042/2018,11/2/2018,Iowa,2010-human_like
A/swine/Ohio/OH18_23667_1.4/2018,10/23/2018,Ohio,2016-human_like
A/swine/Ohio/OH18_23554_2.4/2018,10/19/2018,Ohio,2016-human_like
A/swine/Ohio/OH18_23554_1.4/2018,10/19/2018,Ohio,2016-human_like
A/swine/Iowa/A02267871/2018,10/19/2018,Iowa,2010-human_like
A/swine/Indiana/71520/2018,10/15/2018,Indiana,2016-human_like
A/swine/Indiana/A02267447/2018,10/9/2018,Indiana,2016-human_like
A/swine/Iowa/A02257806/2018,9/24/2018,Iowa,2010-human_like
A/swine/Iowa/A02257201/2018,9/4/2018,Iowa,C_IV
A/swine/Minnesota/A01785596/2018,8/7/2018,Minnesota,2010-human_like
A/swine/Arkansas/A01678573/2018,8/2/2018,Arkansas,2016-human_like
A/swine/Iowa/A02171020/2018,7/2/2018,Iowa,2010-human_like
A/swine/Iowa/A02158709/2018,5/17/2018,Iowa,2010-human_like
A/swine/North_Carolina/A01785421/2018,1/18/2018,North_Carolina,C_IVB
A/swine/North_Carolina/A02140803/2018,1/10/2018,North_Carolina,2010-human_like
A/swine/Iowa/A02140802/2018,1/8/2018,Iowa,2010-human_like
A/swine/Iowa/A02139131/2017,12/18/2017,Iowa,2010-human_like
A/swine/North_Carolina/A01785360/2017,11/21/2017,North_Carolina,2010-human_like
A/swine/Minnesota/A01785316/2017,10/17/2017,Minnesota,2010-human_like
A/swine/North_Carolina/A02223210/2017,10/6/2017,North_Carolina,2010-human_like
A/swine/Iowa/A02218754/2017,7/28/2017,Iowa,2010-human_like
A/swine/Illinois/A02218757/2017,7/25/2017,Illinois,2010-human_like
A/swine/Minnesota/A01785270/2017,6/12/2017,Minnesota,2010-human_like
A/swine/Iowa/17TOSU3618/2017,6/1/2017,Iowa,2010-human_like
A/swine/Iowa/A01667094/2017,3/14/2017,Iowa,2010-human_like
A/swine/Missouri/A01668196/2016,11/10/2016,Missouri,2010-human_like
A/swine/Ohio/A01783007/2016,11/3/2016,Ohio,2010-human_like
A/swine/Minnesota/A01943266/2016,4/19/2016,Minnesota,2010-human_like
A/swine/Pennsylvania/A01733733/2016,3/17/2016,Pennsylvania,C_IVA
A/swine/North_Carolina/A01732197/2016,2/15/2016,North_Carolina,C_IVA
A/swine/Minnesota/A01942171/2016,1/28/2016,Minnesota,2010-human_like
A/swine/Minnesota/A01941676/2015,12/30/2015,Minnesota,2010-human_like
A/swine/North_Carolina/A01728545/2015,12/29/2015,North_Carolina,C_IVA
A/swine/Iowa/A01941182/2015,11/19/2015,Iowa,2010-human_like
A/swine/Illinois/A01749223/2015,11/6/2015,Illinois,C_IVE
A/swine/Iowa/A01857653/2015,9/30/2015,Iowa,C_IVA
A/swine/North_Carolina/A01945243/2015,9/24/2015,North_Carolina,C_IVA
A/swine/Illinois/A01770246/2015,8/12/2015,Illinois,C_IVA
A/swine/Iowa/A02077538/2015,5/7/2015,Iowa,C_IVA
A/swine/Illinois/A02076652/2015,4/28/2015,Illinois,C_IVB
A/swine/Oklahoma/A01567185/2014,12/17/2014,Oklahoma,C_IVA
A/swine/Arkansas/A01840147/2014,12/12/2014,Arkansas,C_IVA
A/swine/Missouri/A01555163/2014,12/12/2014,Missouri,C_IVA
A/swine/Iowa/A01840061/2014,12/4/2014,Iowa,C_IVA
A/swine/Nebraska/A01555104/2014,12/2/2014,Nebraska,C_IVA
A/swine/Arkansas/A01555090/2014,12/2/2014,Arkansas,C_IVA
A/swine/Illinois/A01555050/2014,11/21/2014,Illinois,C_IVA
A/swine/Illinois/A01476977/2014,11/13/2014,Illinois,C_IVA
A/swine/Illinois/A01489873/2014,11/6/2014,Illinois,C_IVA
A/swine/Indiana/A01476743/2014,10/14/2014,Indiana,C_IVA
A/swine/North_Carolina/A01476719/2014,10/14/2014,North_Carolina,C_IVA
A/swine/Illinois/A01503899/2014,8/27/2014,Illinois,C_IVA
A/swine/Illinois/A01476214/2014,8/6/2014,Illinois,C_IVA
A/swine/Ohio/14TOSU0294/2014,8/4/2014,Ohio,C_IVB
A/swine/Ohio/14TOSU0306/2014,8/4/2014,Ohio,C_IVB
A/swine/Illinois/A01502060/2014,6/18/2014,Illinois,C_IVA
A/swine/Illinois/A01501987/2014,6/18/2014,Illinois,C_IVA
A/swine/Illinois/A01502049/2014,6/18/2014,Illinois,C_IVA
A/swine/Iowa/A01501240/2014,5/19/2014,Iowa,C_IVA
A/swine/Iowa/A01481221/2014,5/2/2014,Iowa,C_IVB
A/swine/Iowa/A01410748/2014,May-14,Iowa,C_IVA
A/swine/North_Carolina/A01410672/2014,Apr-14,North_Carolina,C_IVA
A/swine/Minnesota/A01409771/2013,12/30/2013,Minnesota,C_IVB
A/swine/Illinois/A01393671/2013,12/12/2013,Illinois,C_IVB
A/swine/South_Dakota/A01366063/2013,11/29/2013,South_Dakota,C_IVA
A/swine/North_Carolina/A01290722/2013,Nov-13,North_Carolina,C_IVA
A/swine/North_Carolina/A01290721/2013,Nov-13,North_Carolina,C_IVA
A/swine/Nebraska/A01394342/2013,10/28/2013,Nebraska,C_IVA
A/swine/Iowa/A01290671/2013,Oct-13,Iowa,C_IVB
A/swine/Minnesota/A01364816/2013,9/13/2013,Minnesota,C_IVA
A/swine/Iowa/A01432500/2013,Mar-13,Iowa,C_IVF
A/swine/Minnesota/A01432544/2013,Mar-13,Minnesota,C_IVB
A/swine/Minnesota/A01300992/2012,7/10/2012,Minnesota,C_IVB
A/swine/Minnesota/A01327666/2012,4/23/2012,Minnesota,C_IVF
A/swine/Montana/A01327552/2012,4/13/2012,Montana,C_IVF
A/swine/Montana/A01327551/2012,4/13/2012,Montana,C_IVF
A/swine/Illinois/A01241212/2012,1/24/2012,Illinois,C_IVF
A/swine/Iowa/A01203121/2012,1/5/2012,Iowa,C_IVF
A/swine/Minnesota/A01240557/2011,12/13/2011,Minnesota,C_IVF
A/swine/Indiana/A00968349/2011,10/5/2011,Indiana,C_IVA
A/swine/Missouri/A01047969/2010,12/14/2010,Missouri,C_IVD
A/swine/Ohio/14TOSU21805/2014,2014,Ohio,C_IVB
A/swine/Illinois/A01201631/2011,6/7/2011,Illinois,C_IVD
A/swine/Illinois/A01201629/2011,6/7/2011,Illinois,C_IVD
A/swine/Minnesota/A01469329/2014,12/18/2014,Minnesota,C_IVA
A/swine/Nebraska/A02245325/2019,11/13/2019,Nebraska,2010-human_like
A/swine/Indiana/A02478693/2019,9/27/2019,Indiana,2010-human_like
A/swine/Illinois/A02478739_b/2019,6/26/2019,Illinois,humanVaccine
A/swine/Ohio/A02430905/2019,2/21/2019,Ohio,2010-human_like
A/swine/Indiana/A02430356/2019,2/14/2019,Indiana,2016-human_like
A/swine/Indiana/11864/2019,2/14/2019,Indiana,2016-human_like
A/swine/North_Carolina/A02429804/2019,1/15/2019,North_Carolina,2010-human_like
A/swine/Iowa/3565/2019,1/14/2019,Iowa,2016-human_like
A/swine/Iowa/A02429496/2019,1/4/2019,Iowa,2016-human_like
A/swine/Illinois/89785/2018,12/20/2018,Illinois,2016-human_like
A/swine/Iowa/79446/2018,11/12/2018,Iowa,2016-human_like
A/swine/Texas/A01785741/2018,11/7/2018,Texas,2010-human_like
A/swine/Iowa/77466/2018,11/6/2018,Iowa,2016-human_like
A/swine/Iowa/A02269644/2018,11/5/2018,Iowa,2016-human_like
A/swine/Indiana/70401/2018,10/9/2018,Indiana,2016-human_like
A/swine/Nebraska/A02254607/2018,7/19/2018,Nebraska,C_IVA
A/swine/Nebraska/A02171019/2018,7/9/2018,Nebraska,C_IVA
A/swine/Kansas/A01785536/2018,5/7/2018,Kansas,2010-human_like
A/swine/Missouri/A02142415/2018,1/30/2018,Missouri,2010-human_like
A/swine/Iowa/A02139129/2017,12/19/2017,Iowa,2010-human_like
A/swine/Iowa/A02139130/2017,12/15/2017,Iowa,2010-human_like
A/swine/Iowa/A01678527/2017,12/14/2017,Iowa,2010-human_like
A/swine/Iowa/A02134998/2017,10/25/2017,Iowa,2010-human_like
A/swine/Minnesota/A01678489/2017,5/5/2017,Minnesota,2010-human_like
A/swine/South_Dakota/A01678483/2017,2/21/2017,South_Dakota,2010-human_like
A/swine/Iowa/A01671168/2016,12/9/2016,Iowa,2010-human_like
A/swine/Missouri/A01668744/2016,11/29/2016,Missouri,2010-human_like
A/swine/Minnesota/A01781978/2016,9/28/2016,Minnesota,2010-human_like
A/swine/Minnesota/A01781044/2016,8/31/2016,Minnesota,2010-human_like
A/swine/Missouri/A01943095/2016,3/22/2016,Missouri,2010-human_like
A/swine/Minnesota/A01942134/2016,1/26/2016,Minnesota,2010-human_like
A/swine/Iowa/A01941549/2015,12/14/2015,Iowa,2010-human_like
A/swine/Arkansas/A01797106/2015,11/2/2015,Arkansas,C_IVA
A/swine/Iowa/A01944211/2015,9/28/2015,Iowa,C_IVA
A/swine/North_Carolina/A01857100/2015,8/31/2015,North_Carolina,C_IVA
A/swine/Illinois/A02090181/2015,7/9/2015,Illinois,C_IVE
A/swine/Iowa/A02076873/2015,5/8/2015,Iowa,C_IVA
A/swine/Indiana/A01260882/2015,4/28/2015,Indiana,C_IVA
A/swine/North_Carolina/A01555533/2015,2/3/2015,North_Carolina,C_IVA
A/swine/Illinois/A01462663/2015,2/2/2015,Illinois,C_IVA
A/swine/North_Carolina/A01555273/2015,1/2/2015,North_Carolina,C_IVA
A/swine/Indiana/A01840146/2014,12/12/2014,Indiana,C_IVA
A/swine/Arkansas/A01555162/2014,12/11/2014,Arkansas,C_IVA
A/swine/Indiana/A01840133/2014,12/10/2014,Indiana,C_IVA
A/swine/North_Carolina/A01477954/2014,11/21/2014,North_Carolina,C_IVA
A/swine/North_Carolina/A01476974/2014,11/11/2014,North_Carolina,C_IVA
A/swine/Illinois/A01489874/2014,11/11/2014,Illinois,C_IVA
A/swine/Arkansas/A01476939/2014,11/10/2014,Arkansas,C_IVA
A/swine/North_Carolina/A01476757/2014,10/19/2014,North_Carolina,C_IVA
A/swine/North_Carolina/A01476560/2014,10/6/2014,North_Carolina,C_IVA
A/swine/Nebraska/A01476165/2014,7/28/2014,Nebraska,C_IVA
A/swine/Illinois/A01502036/2014,6/18/2014,Illinois,C_IVA
A/swine/South_Dakota/A01481392/2014,5/13/2014,South_Dakota,C_IVA
A/swine/Indiana/A01260466/2014,1/13/2014,Indiana,C_IVA
A/swine/North_Carolina/A01290759/2013,Nov-13,North_Carolina,C_IVA
A/swine/North_Carolina/A01290762/2013,Nov-13,North_Carolina,C_IVA
A/swine/Minnesota/A01392044/2013,9/10/2013,Minnesota,C_IVB
A/swine/Iowa/A01432886/2013,Jul-13,Iowa,C_IVA
A/swine/Indiana/A01260321/2013,6/25/2013,Indiana,C_IVA
A/swine/Indiana/A01260322/2013,6/25/2013,Indiana,C_IVA
A/swine/Minnesota/16/2012,8/23/2012,Minnesota,C_IVB
A/swine/Ohio/A01203624/2012,7/12/2012,Ohio,C_IVA
A/swine/Minnesota/A01442411/2012,4/17/2012,Minnesota,C_IVB
A/swine/Minnesota/A01125995/2012,3/8/2012,Minnesota,C_IVF
A/swine/Missouri/A01241610/2012,2/14/2012,Missouri,C_IVF
A/swine/Illinois/A01241208/2012,1/24/2012,Illinois,C_IVF
A/swine/Indiana/A00968344/2011,9/8/2011,Indiana,C_IVD
A/swine/Minnesota/A01201894/2011,7/5/2011,Minnesota,C_IVD
A/swine/Illinois/A01047528/2010,12/2/2010,Illinois,C_IV
A/swine/Kansas/018050_1/2014,7/9/2014,Kansas,C_IVA
A/swine/Missouri/A01241619/2012,2/14/2012,Missouri,C_IVF
A/swine/Illinois/A01201606/2011,6/1/2011,Illinois,C_IVD
A/swine/Iowa/A01944877/2015,10/28/2015,Iowa,C_IVA
A/swine/Illinois/A00843253/2015,6/12/2015,Illinois,C_IVA
A/swine/Illinois/A01203812/2012,Sep-12,Illinois,C_IVA
A/swine/North_Carolina/A02245396/2020,1/21/2020,North_Carolina,2010-human_like
A/swine/Missouri/A02478831/2019,11/5/2019,Missouri,2010-human_like
A/swine/North_Carolina/A02478628/2019,8/28/2019,North_Carolina,2010-human_like
A/swine/Iowa/A02478570/2019,7/1/2019,Iowa,2010-human_like
A/swine/Iowa/A02431991/2019,4/2/2019,Iowa,C_IVA
A/swine/Minnesota/A01785989/2019,2/22/2019,Minnesota,2010-human_like
A/swine/Kansas/A02430272/2019,2/7/2019,Kansas,C_IVA
A/swine/Oklahoma/A01785776/2018,12/3/2018,Oklahoma,2010-human_like
A/swine/Iowa/A02269695/2018,11/13/2018,Iowa,2010-human_like
A/swine/Kansas/A01785735/2018,11/1/2018,Kansas,2010-human_like
A/swine/Arkansas/A01678590/2018,10/17/2018,Arkansas,2016-human_like
A/swine/Indiana/72023/2018,10/12/2018,Indiana,2016-human_like
A/swine/Indiana/A02267494/2018,10/11/2018,Indiana,2016-human_like
A/swine/Utah/A02267294/2018,10/10/2018,Utah,2010-human_like
A/swine/Iowa/A01785636/2018,10/5/2018,Iowa,C_IVA
A/swine/Minnesota/A01785619/2018,9/10/2018,Minnesota,2010-human_like
A/swine/Oklahoma/A01785611/2018,9/4/2018,Oklahoma,2010-human_like
A/swine/Indiana/59219/2018,8/22/2018,Indiana,2016-human_like
A/swine/Indiana/A02256610/2018,8/21/2018,Indiana,2016-human_like
A/swine/Indiana/53446/2018,7/27/2018,Indiana,2016-human_like
A/swine/Indiana/A02254461/2018,7/26/2018,Indiana,2016-human_like
A/swine/Iowa/A02016894/2018,6/5/2018,Iowa,2010-human_like
A/swine/Nebraska/A02158807/2018,5/23/2018,Nebraska,C_IVA
A/swine/Utah/A02158322/2018,5/2/2018,Utah,2010-human_like
A/swine/Oklahoma/A01785514/2018,4/19/2018,Oklahoma,2010-human_like
A/swine/Minnesota/A02157976/2018,4/18/2018,Minnesota,C_IVA
A/swine/North_Carolina/A02156991/2018,3/22/2018,North_Carolina,C_IVB
A/swine/Arkansas/A02139135/2017,12/19/2017,Arkansas,2010-human_like
A/swine/Minnesota/A01785389/2017,12/18/2017,Minnesota,2010-human_like
A/swine/North_Carolina/A02138766/2017,12/8/2017,North_Carolina,C_IVB
A/swine/North_Carolina/A01785295_/2017,9/13/2017,North_Carolina,2010-human_like
A/swine/Minnesota/A02221495/2017,8/29/2017,Minnesota,2010-human_like
A/swine/North_Carolina/A02218550/2017,7/26/2017,North_Carolina,C_IVB
A/swine/Minnesota/A01678498/2017,6/29/2017,Minnesota,2010-human_like
